Indicator,Time Period,Parent Code,Parent Name,Area Code,Area Name,Value,Lower CI,Upper CI,Count,Denominator,Sex,Age,Note
Life expectancy at birth,2002 - 04,,,E12000003,Yorkshire and the Humber region,80.40,80.30,80.50,,7741842.00,Female,All ages,
Life expectancy at birth,2002 - 04,,,E12000004,East Midlands region,80.70,80.60,80.80,,6487834.00,Female,All ages,
Life expectancy at birth,2002 - 04,,,E12000005,West Midlands region,80.60,80.50,80.70,,8142226.00,Female,All ages,
Life expectancy at birth,2002 - 04,,,E12000006,East of England region,81.60,81.50,81.70,,8369337.00,Female,All ages,
Life expectancy at birth,2002 - 04,,,E12000007,London region,81.10,81.00,81.10,,11269874.00,Female,All ages,
Life expectancy at birth,2002 - 04,,,E12000008,South East region,81.80,81.70,81.90,,12391070.00,Female,All ages,
Life expectancy at birth,2002 - 04,,,E12000009,South West region,82.00,81.90,82.00,,7696606.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000001,North East region,79.80,79.70,79.90,,3923773.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000002,North West region,79.90,79.80,80.00,,10513584.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000003,Yorkshire and the Humber region,80.60,80.50,80.70,,7782050.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000004,East Midlands region,80.90,80.80,81.00,,6539537.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000005,West Midlands region,80.80,80.70,80.80,,8175282.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000006,East of England region,81.80,81.80,81.90,,8437635.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000007,London region,81.40,81.30,81.40,,11346700.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000008,South East region,82.00,81.90,82.10,,12472494.00,Female,All ages,
Life expectancy at birth,2003 - 05,,,E12000009,South West region,82.20,82.10,82.30,,7747214.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000001,North East region,80.10,80.00,80.20,,3926530.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000002,North West region,80.30,80.20,80.30,,10546014.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000003,Yorkshire and the Humber region,81.00,80.90,81.10,,7821214.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000004,East Midlands region,81.30,81.20,81.40,,6592974.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000005,West Midlands region,81.10,81.00,81.20,,8213673.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000006,East of England region,82.30,82.20,82.30,,8503031.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000007,London region,81.90,81.80,82.00,,11456233.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000008,South East region,82.40,82.30,82.40,,12567192.00,Female,All ages,
Life expectancy at birth,2004 - 06,,,E12000009,South West region,82.70,82.60,82.70,,7801092.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000001,North East region,80.40,80.30,80.50,,3933919.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000002,North West region,80.50,80.40,80.50,,10582836.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000003,Yorkshire and the Humber region,81.10,81.00,81.20,,7861963.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000004,East Midlands region,81.60,81.50,81.70,,6646787.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000005,West Midlands region,81.40,81.30,81.50,,8260935.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000006,East of England region,82.50,82.50,82.60,,8569990.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000007,London region,82.30,82.20,82.40,,11590577.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000008,South East region,82.60,82.60,82.70,,12675630.00,Female,All ages,
Life expectancy at birth,2005 - 07,,,E12000009,South West region,82.90,82.80,83.00,,7864810.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000001,North East region,80.60,80.40,80.70,,3941976.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000002,North West region,80.60,80.50,80.70,,10616647.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000003,Yorkshire and the Humber region,81.30,81.20,81.40,,7900666.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000004,East Midlands region,81.80,81.70,81.90,,6701971.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000005,West Midlands region,81.60,81.50,81.60,,8315007.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000006,East of England region,82.70,82.60,82.80,,8638847.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000007,London region,82.60,82.50,82.70,,11733852.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000008,South East region,82.90,82.80,83.00,,12780140.00,Female,All ages,
Life expectancy at birth,2006 - 08,,,E12000009,South West region,83.00,83.00,83.10,,7919877.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000001,North East region,80.90,80.70,81.00,,3950273.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000002,North West region,80.80,80.80,80.90,,10648076.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000003,Yorkshire and the Humber region,81.40,81.40,81.50,,7939221.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000004,East Midlands region,82.00,81.90,82.10,,6755172.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000005,West Midlands region,81.90,81.80,82.00,,8367917.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000006,East of England region,83.00,82.90,83.00,,8708192.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000007,London region,82.90,82.90,83.00,,11901727.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000008,South East region,83.20,83.20,83.30,,12884069.00,Female,All ages,
Life expectancy at birth,2007 - 09,,,E12000009,South West region,83.20,83.10,83.30,,7969389.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000001,North East region,81.10,81.00,81.30,,3959002.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000002,North West region,81.10,81.00,81.20,,10682571.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000003,Yorkshire and the Humber region,81.70,81.70,81.80,,7978439.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000004,East Midlands region,82.30,82.20,82.40,,6806110.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000005,West Midlands region,82.20,82.10,82.30,,8420185.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000006,East of England region,83.20,83.10,83.30,,8781738.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000007,London region,83.20,83.10,83.20,,12079855.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000008,South East region,83.50,83.40,83.50,,12989910.00,Female,All ages,
Life expectancy at birth,2008 - 10,,,E12000009,South West region,83.40,83.40,83.50,,8010874.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000001,North East region,81.50,81.40,81.60,,3968995.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000002,North West region,81.50,81.50,81.60,,10721467.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000003,Yorkshire and the Humber region,82.00,81.90,82.10,,8017200.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000004,East Midlands region,82.80,82.70,82.90,,6854196.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000005,West Midlands region,82.60,82.50,82.70,,8470308.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000006,East of England region,83.60,83.50,83.70,,8854371.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000007,London region,83.60,83.60,83.70,,12265756.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000008,South East region,83.80,83.70,83.80,,13095420.00,Female,All ages,
Life expectancy at birth,2009 - 11,,,E12000009,South West region,83.70,83.70,83.80,,8054051.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000001,North East region,81.60,81.50,81.80,,3979054.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000002,North West region,81.70,81.60,81.70,,10762216.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000003,Yorkshire and the Humber region,82.20,82.10,82.30,,8057050.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000004,East Midlands region,82.90,82.80,83.00,,6901519.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000005,West Midlands region,82.70,82.70,82.80,,8520583.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000006,East of England region,83.70,83.60,83.70,,8930296.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000007,London region,83.80,83.70,83.90,,12438799.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000008,South East region,83.80,83.80,83.90,,13204734.00,Female,All ages,
Life expectancy at birth,2010 - 12,,,E12000009,South West region,83.90,83.80,83.90,,8105245.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000001,North East region,81.70,81.60,81.80,,3987909.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000002,North West region,81.80,81.70,81.90,,10797093.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000003,Yorkshire and the Humber region,82.20,82.10,82.30,,8092630.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000004,East Midlands region,83.00,82.90,83.10,,6946783.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000005,West Midlands region,82.80,82.80,82.90,,8569089.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000006,East of England region,83.80,83.70,83.80,,9003104.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000007,London region,84.10,84.00,84.20,,12604443.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000008,South East region,83.90,83.90,84.00,,13306558.00,Female,All ages,
Life expectancy at birth,2011 - 13,,,E12000009,South West region,83.80,83.80,83.90,,8158527.00,Female,All ages,
Infant mortality,2001 - 03,,,E12000001,North East region,5.00,4.52,5.52,396.00,79225.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000002,North West region,5.70,5.39,6.02,1298.00,227691.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000003,Yorkshire and the Humber region,5.78,5.42,6.15,977.00,169080.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000004,East Midlands region,5.50,5.11,5.91,751.00,136600.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000005,West Midlands region,6.81,6.44,7.19,1263.00,185547.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000006,East of England region,4.43,4.13,4.74,810.00,182969.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000007,London region,5.65,5.40,5.92,1810.00,320205.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000008,South East region,4.31,4.06,4.56,1156.00,268428.00,Persons,< 1 yr,
Infant mortality,2001 - 03,,,E12000009,South West region,4.58,4.24,4.94,685.00,149557.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000001,North East region,4.72,4.26,5.22,383.00,81091.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000002,North West region,5.55,5.25,5.86,1297.00,233656.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000003,Yorkshire and the Humber region,5.86,5.51,6.23,1018.00,173648.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000004,East Midlands region,5.46,5.08,5.86,766.00,140202.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000005,West Midlands region,6.76,6.40,7.14,1289.00,190641.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000006,East of England region,4.31,4.01,4.62,806.00,187130.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000007,London region,5.35,5.11,5.61,1765.00,329720.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000008,South East region,4.20,3.96,4.45,1148.00,273555.00,Persons,< 1 yr,
Infant mortality,2002 - 04,,,E12000009,South West region,4.30,3.98,4.65,659.00,153102.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000001,North East region,4.71,4.25,5.20,391.00,83068.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000002,North West region,5.61,5.32,5.92,1351.00,240734.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000003,Yorkshire and the Humber region,5.82,5.47,6.18,1040.00,178780.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000004,East Midlands region,5.21,4.85,5.60,752.00,144244.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000005,West Midlands region,6.77,6.41,7.14,1323.00,195564.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000006,East of England region,4.20,3.92,4.50,805.00,191645.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000007,London region,5.25,5.01,5.50,1787.00,340138.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000008,South East region,4.02,3.79,4.26,1123.00,279395.00,Persons,< 1 yr,
Infant mortality,2003 - 05,,,E12000009,South West region,4.39,4.07,4.73,687.00,156497.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000001,North East region,4.84,4.39,5.34,413.00,85247.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000002,North West region,5.50,5.21,5.80,1358.00,247040.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000003,Yorkshire and the Humber region,5.79,5.45,6.15,1065.00,183812.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000004,East Midlands region,5.01,4.65,5.38,741.00,148047.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000005,West Midlands region,6.39,6.04,6.75,1275.00,199558.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000006,East of England region,4.10,3.82,4.39,802.00,195806.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000007,London region,5.05,4.82,5.29,1770.00,350598.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000008,South East region,3.97,3.75,4.21,1137.00,286117.00,Persons,< 1 yr,
Infant mortality,2004 - 06,,,E12000009,South West region,4.39,4.08,4.73,702.00,159737.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000001,North East region,4.85,4.40,5.34,422.00,87014.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000002,North West region,5.31,5.03,5.61,1338.00,251823.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000003,Yorkshire and the Humber region,5.73,5.39,6.08,1076.00,187810.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000004,East Midlands region,5.09,4.74,5.46,775.00,152283.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000005,West Midlands region,6.27,5.93,6.63,1278.00,203745.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000006,East of England region,4.12,3.84,4.41,827.00,200868.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000007,London region,4.79,4.57,5.02,1736.00,362424.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000008,South East region,3.95,3.72,4.18,1159.00,293720.00,Persons,< 1 yr,
Infant mortality,2005 - 07,,,E12000009,South West region,4.19,3.88,4.51,689.00,164447.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000001,North East region,4.66,4.23,5.13,415.00,88983.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000002,North West region,5.17,4.89,5.45,1334.00,258269.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000003,Yorkshire and the Humber region,5.53,5.20,5.87,1070.00,193498.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000004,East Midlands region,5.11,4.77,5.48,805.00,157395.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000005,West Midlands region,6.12,5.79,6.47,1283.00,209512.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000006,East of England region,4.18,3.91,4.47,870.00,207920.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000007,London region,4.46,4.25,4.68,1668.00,374053.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000008,South East region,3.92,3.70,4.15,1192.00,303824.00,Persons,< 1 yr,
Infant mortality,2006 - 08,,,E12000009,South West region,3.94,3.65,4.25,672.00,170460.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000001,North East region,4.11,3.70,4.55,368.00,89577.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000002,North West region,4.87,4.61,5.14,1274.00,261661.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000003,Yorkshire and the Humber region,5.33,5.01,5.67,1050.00,196902.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000004,East Midlands region,4.92,4.58,5.27,789.00,160421.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000005,West Midlands region,6.06,5.73,6.40,1290.00,212866.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000006,East of England region,4.17,3.90,4.45,885.00,212383.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000007,London region,4.34,4.13,4.55,1660.00,382401.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000008,South East region,3.84,3.62,4.06,1186.00,308930.00,Persons,< 1 yr,
Infant mortality,2007 - 09,,,E12000009,South West region,3.75,3.47,4.05,653.00,174083.00,Persons,< 1 yr,
Infant mortality,2008 - 10,,,E12000001,North East region,3.91,3.51,4.34,355.00,90821.00,Persons,< 1 yr,
Infant mortality,2008 - 10,,,E12000002,North West region,4.76,4.50,5.03,1262.00,264913.00,Persons,< 1 yr,
Infant mortality,2008 - 10,,,E12000003,Yorkshire and the Humber region,5.19,4.88,5.51,1036.00,199680.00,Persons,< 1 yr,
Infant mortality,2008 - 10,,,E12000004,East Midlands region,4.46,4.14,4.79,727.00,163172.00,Persons,< 1 yr,
